"country" "continent" "happiness_score" "log_gdp" "social_support" "life_exp" "freedom" "generosity" "corruption" "pos_affect" "neg_affect"
"32" "Spain" "Europe" 6.33690214157104 10.5874919891357 0.933899879455566 72.4749984741211 0.781408846378326 0.00120831048116088 0.673111915588379 0.635929226875305 0.31996151804924
"33" "Vietnam" "Asia" 6.26650857925415 9.33285427093506 0.878744006156921 65.5999984741211 0.975405156612396 -0.178986996412277 0.703422904014587 0.774236381053925 0.108473420143127
"34" "Argentina" "Americas" 6.26099348068237 10.0114049911499 0.893329560756683 67.25 0.825188934803009 -0.127506226301193 0.810037434101105 0.724068343639374 0.284279197454453
"35" "Italy" "Europe" 6.25847673416138 10.6854200363159 0.869363605976105 72.125 0.710519015789032 0.0282783322036266 0.818708300590515 0.624130606651306 0.298130303621292
"36" "Brazil" "Americas" 6.25707960128784 9.61054801940918 0.865809738636017 65.9250030517578 0.829771339893341 -0.0606905482709408 0.741963505744934 0.680912554264069 0.340775042772293
"37" "Japan" "Asia" 6.17800998687744 10.6361618041992 0.898649930953979 74.4749984741211 0.788856983184814 -0.235489144921303 0.643009662628174 0.669616878032684 0.164663046598434
"38" "Guatemala" "Americas" 6.15033149719238 9.11570930480957 0.806016385555267 62.9000015258789 0.856143474578857 -0.0572603940963745 0.835372388362885 0.834880232810974 0.263170808553696
"39" "Paraguay" "Americas" 6.13761186599731 9.50826454162598 0.899491369724274 65.9499969482422 0.921780526638031 -0.0111561305820942 0.839272022247314 0.820756733417511 0.237517416477203
"40" "Latvia" "Europe" 6.05483818054199 10.4066781997681 0.92808997631073 66.5 0.817082405090332 0.0189492646604776 0.844229578971863 0.631815552711487 0.160736203193665
"41" "Russia" "Europe" 6.04407262802124 10.2028665542603 0.919851005077362 65.3249969482422 0.776063859462738 -0.0704376399517059 0.766522645950317 0.613671720027924 0.211204171180725
"42" "Uzbekistan" "Asia" 6.01623868942261 8.98986625671387 0.878923296928406 65.5999984741211 0.959019243717194 0.308950752019882 0.615844428539276 0.741081833839417 0.224579900503159
"43" "Thailand" "Asia" 6.00711727142334 9.77722644805908 0.86699515581131 68.5250015258789 0.880613744258881 0.301083534955978 0.867953538894653 0.773228883743286 0.218288257718086
"44" "Kazakhstan" "Asia" 6.00627946853638 10.1868724822998 0.923373281955719 66.1999969482422 0.882937967777252 0.022408289834857 0.72016853094101 0.652438104152679 0.131948694586754
"45" "Panama" "Americas" 5.97938203811646 10.3334541320801 0.891045928001404 69 0.899328529834747 -0.120660796761513 0.886835336685181 0.820656359195709 0.259239286184311
"46" "Portugal" "Europe" 5.95254278182983 10.4870777130127 0.862344145774841 71.375 0.90321809053421 -0.137060418725014 0.892955482006073 0.638484597206116 0.31620380282402
"47" "South Korea" "Asia" 5.95001363754272 10.7259864807129 0.810035109519958 73.9250030517578 0.723479926586151 0.00342142023146152 0.747344434261322 0.58498078584671 0.232855498790741
"48" "Honduras" "Americas" 5.93180370330811 8.64488315582275 0.728614807128906 64.2750015258789 0.851199388504028 0.0812592282891273 0.83424973487854 0.774555802345276 0.288929313421249
"49" "Bolivia" "Americas" 5.92888212203979 9.0144739151001 0.8235102891922 63.75 0.865010440349579 -0.0802444666624069 0.840244710445404 0.738011002540588 0.425688803195953
"50" "Greece" "Europe" 5.90045928955078 10.3636922836304 0.875312983989716 71.2750015258789 0.562556147575378 -0.316424965858459 0.87428605556488 0.588629066944122 0.182714000344276
"51" "Peru" "Americas" 5.89206886291504 9.448805809021 0.822743475437164 70.0250015258789 0.764267086982727 -0.177565202116966 0.883991420269012 0.755063951015472 0.378050267696381
"52" "Colombia" "Americas" 5.8917121887207 9.65954780578613 0.876949429512024 69.5250015258789 0.799183785915375 -0.161807224154472 0.862641215324402 0.761744439601898 0.305503904819489
"53" "Ecuador" "Americas" 5.88713216781616 9.29007148742676 0.825139701366425 69.25 0.758587241172791 -0.0799879431724548 0.865789473056793 0.776835858821869 0.355939716100693
"54" "Jamaica" "Americas" 5.87018918991089 9.19816207885742 0.868040680885315 66.5999984741211 0.874267518520355 -0.087598979473114 0.909644067287445 0.718355298042297 0.268941342830658
"55" "Hungary" "Europe" 5.86118316650391 10.4842071533203 0.937058866024017 67.6500015258789 0.775502026081085 -0.00847515277564526 0.84824937582016 0.628221273422241 0.250135898590088
"56" "Congo (Brazzaville)" "Africa" 5.80491876602173 8.07715129852295 0.64634507894516 57.1749992370605 0.697694480419159 0.0276242066174746 0.759754061698914 0.58261901140213 0.476883620023727
"57" "Mongolia" "Asia" 5.7878303527832 9.38813972473145 0.951336026191711 60.5999984741211 0.717059671878815 0.213851794600487 0.846957802772522 0.550038635730743 0.208651646971703
"58" "Mauritius" "Africa" 5.74050092697144 10.0068912506104 0.887036204338074 63.8250007629395 0.798143804073334 -0.0375325232744217 0.768953621387482 0.724696159362793 0.16825033724308
"59" "Moldova" "Europe" 5.68661165237427 9.54000759124756 0.81673264503479 65.6999969482422 0.828515827655792 -0.0872194319963455 0.884788811206818 0.552044451236725 0.275563359260559
"60" "Kyrgyzstan" "Asia" 5.6678409576416 8.51677227020264 0.926970779895782 67.375 0.948361575603485 0.235982418060303 0.876154184341431 0.646166145801544 0.203992381691933
"61" "Indonesia" "Asia" 5.58468580245972 9.42539596557617 0.834076642990112 63.1749992370605 0.903250694274902 0.518823146820068 0.861708521842957 0.818228721618652 0.268775224685669
"62" "Croatia" "Europe" 5.57869148254395 10.4582633972168 0.909984350204468 69.125 0.593485951423645 -0.212666839361191 0.875081479549408 0.573152720928192 0.266854137182236
"63" "Dominican Republic" "Americas" 5.51841592788696 9.87370300292969 0.820422470569611 64.5999984741211 0.853301882743835 -0.0838190242648125 0.655976235866547 0.723231792449951 0.305815160274506
"64" "Nepal" "Asia" 5.47417593002319 8.28515625 0.753276348114014 62.125 0.844221770763397 0.153193607926369 0.760407745838165 0.472944527864456 0.341525852680206
"65" "Armenia" "Asia" 5.38194274902344 9.66776561737061 0.811169266700745 67.9250030517578 0.789598524570465 -0.154325440526009 0.704730451107025 0.530931174755096 0.549468338489532
"66" "Bulgaria" "Europe" 5.37834882736206 10.1375818252563 0.952761054039001 66.5999984741211 0.741359412670135 -0.145212695002556 0.941625773906708 0.581908226013184 0.165301874279976
"67" "Guinea" "Africa" 5.31749296188354 7.89969730377197 0.582017421722412 54.6500015258789 0.7292320728302 0.139162883162498 0.770350396633148 0.698896884918213 0.492336690425873
"68" "Georgia" "Asia" 5.29275512695312 9.74648284912109 0.754490971565247 65.0749969482422 0.820903182029724 -0.252852231264114 0.655172109603882 0.50332123041153 0.233324438333511
"69" "Albania" "Europe" 5.21221303939819 9.62648296356201 0.724089622497559 69.1750030517578 0.802249789237976 -0.0659872591495514 0.845501959323883 0.547125935554504 0.254825532436371
"70" "North Macedonia" "Europe" 5.1668815612793 9.73342514038086 0.849509358406067 66.6999969482422 0.723088979721069 0.0718865171074867 0.937215089797974 0.554965317249298 0.277090907096863
"71" "Gabon" "Africa" 5.13950061798096 9.53919982910156 0.775247752666473 58.5750007629395 0.699276030063629 -0.164365619421005 0.802774906158447 0.660757720470428 0.413654208183289
"72" "Iran" "Asia" 4.97699546813965 9.63763046264648 0.800070285797119 66.75 0.570203483104706 0.211653217673302 0.766079902648926 0.521017968654633 0.465916991233826
"73" "Namibia" "Africa" 4.94896268844604 9.13161563873291 0.807958960533142 57.2249984741211 0.682527899742126 -0.119649536907673 0.848729193210602 0.675756394863129 0.261423468589783
"74" "Senegal" "Africa" 4.90681982040405 8.18017578125 0.609188675880432 60.2999992370605 0.758471965789795 0.0518758185207844 0.854231178760529 0.812712252140045 0.286798924207687
"75" "Ivory Coast" "Africa" 4.84867382049561 8.6118106842041 0.536297082901001 56.5250015258789 0.71334981918335 -0.0051340963691473 0.742839872837067 0.628662168979645 0.399274438619614
"76" "Mozambique" "Africa" 4.73967742919922 7.12027549743652 0.710699915885925 51.75 0.884088099002838 0.0472194962203503 0.687821686267853 0.628598392009735 0.350687921047211
"77" "Mauritania" "Africa" 4.72386884689331 8.59091377258301 0.647975623607635 60.4749984741211 0.624028980731964 -0.0127996131777763 0.657092809677124 0.630584061145782 0.389274209737778
"78" "Cameroon" "Africa" 4.7124080657959 8.22744178771973 0.629108607769012 56.5250015258789 0.674506366252899 0.0253192037343979 0.849325358867645 0.58575963973999 0.362230658531189
"79" "Ukraine" "Europe" 4.6374363899231 9.04932975769043 0.863068103790283 64.6750030517578 0.829034388065338 0.427582234144211 0.851863026618958 0.526714622974396 0.389885187149048
"80" "Morocco" "Africa" 4.59609317779541 8.99589824676514 0.563577651977539 64 0.794705212116241 -0.254108220338821 0.802137672901154 0.572869420051575 0.414216458797455
"81" "Niger" "Africa" 4.5013313293457 7.09098339080811 0.586930453777313 56.5499992370605 0.79257470369339 0.0322939865291119 0.74008697271347 0.786504447460175 0.366278618574142
"82" "Kenya" "Africa" 4.44794654846191 8.49929809570312 0.690594971179962 58.9000015258789 0.705976128578186 0.294315904378891 0.877775728702545 0.724946558475494 0.280721038579941
"83" "Chad" "Africa" 4.39664602279663 7.2611289024353 0.719671785831451 53.125 0.679479539394379 0.221161678433418 0.805424451828003 0.588191628456116 0.499192148447037
"84" "Jordan" "Asia" 4.35560655593872 9.13436985015869 0.774262011051178 67.5999984741211 0.759418666362762 -0.152944982051849 0.714584589004517 0.520557343959808 0.434516966342926
"85" "Gambia" "Africa" 4.27944135665894 7.64781665802002 0.587696254253387 57.9000015258789 0.599087417125702 0.36420351266861 0.883752167224884 0.72240936756134 0.437860131263733
"86" "Tunisia" "Africa" 4.26086807250977 9.26590251922607 0.754739820957184 67.0500030517578 0.474189251661301 -0.230852156877518 0.90843653678894 0.458278268575668 0.303687036037445
"87" "Cambodia" "Asia" 4.25028085708618 8.41461753845215 0.783601880073547 62.0999984741211 0.946244060993195 0.15409429371357 0.85968416929245 0.755761086940765 0.387783885002136
"88" "Togo" "Africa" 4.23898220062256 7.68519449234009 0.578930079936981 57.7000007629395 0.695722460746765 0.00693547865375876 0.713181138038635 0.593969762325287 0.414264589548111
"89" "Benin" "Africa" 4.21732568740845 8.13679313659668 0.365682810544968 56.4000015258789 0.714036762714386 -0.0296746734529734 0.57961893081665 0.570917665958405 0.443851083517075
"90" "Mali" "Africa" 4.21054792404175 7.64528179168701 0.641625225543976 55.7999992370605 0.817642867565155 -0.0192033089697361 0.745646715164185 0.655434608459473 0.407665401697159
"91" "Ghana" "Africa" 4.19085454940796 8.61527061462402 0.628161311149597 59.125 0.786439955234528 0.117221720516682 0.908888876438141 0.620285153388977 0.291501879692078
"92" "Liberia" "Africa" 4.04226016998291 7.27675199508667 0.596891045570374 56.7000007629395 0.731640577316284 0.15432134270668 0.828494131565094 0.636873662471771 0.438816666603088
"93" "Madagascar" "Africa" 4.01913404464722 7.29020977020264 0.642429351806641 58.0499992370605 0.523492693901062 0.0754376798868179 0.74040287733078 0.68689501285553 0.345107346773148
"94" "India" "Asia" 3.92981624603271 8.84992504119873 0.608045101165771 61.2000007629395 0.893131017684937 0.0895021259784698 0.770741999149323 0.596354603767395 0.432264357805252
"95" "Ethiopia" "Africa" 3.62807154655457 7.7574987411499 0.740167617797852 61.0999984741211 0.673658549785614 0.361245095729828 0.793105244636536 0.560136735439301 0.334763050079346
"96" "Tanzania" "Africa" 3.61584520339966 7.87155532836914 0.600180983543396 59.8499984741211 0.856139898300171 0.136041611433029 0.584417045116425 0.707061290740967 0.195128813385963
"97" "Comoros" "Africa" 3.5452036857605 8.07459163665771 0.471820920705795 59.4249992370605 0.480553567409515 -0.0142812309786677 0.732310831546783 0.602503001689911 0.351545244455338
"98" "Botswana" "Africa" 3.43527507781982 9.62934589385986 0.75039929151535 54.7249984741211 0.739403069019318 -0.214620560407639 0.830940306186676 0.623351395130157 0.286919116973877
"99" "Bangladesh" "Asia" 3.40753221511841 8.74325656890869 0.403707534074783 64.6750030517578 0.864576280117035 -0.0547760762274265 0.616872370243073 0.393517076969147 0.448060184717178
"100" "Malawi" "Africa" 3.3555634021759 7.29576778411865 0.503325164318085 58.75 0.743571639060974 0.020473713055253 0.754926443099976 0.5356365442276 0.32876443862915
"101" "Zimbabwe" "Africa" 3.29621958732605 7.6701226234436 0.666171908378601 54.5250015258789 0.651987135410309 -0.0695132836699486 0.752632081508636 0.640609264373779 0.191350296139717
"102" "Congo (Kinshasa)" "Africa" 3.2071967124939 7.00667142868042 0.654081404209137 55.375 0.664101123809814 0.0859979018568993 0.835640847682953 0.5633824467659 0.461423426866531
"103" "Sierra Leone" "Africa" 2.56042957305908 7.40113067626953 0.502167701721191 55.2999992370605 0.659596383571625 0.10053613036871 0.861837387084961 0.493700534105301 0.504606604576111
"104" "Lebanon" "Asia" 2.35242772102356 9.4284725189209 0.534528434276581 66.2249984741211 0.449575424194336 -0.125513851642609 0.882995963096619 0.29750844836235 0.429902762174606
